번호,가맹점명,승인일시,승인금액,할부,카드사,승인번호,구분,TID
297,시앤유,2025-12-23 19:58:53,"1,110,000",3개월,03,25569502,승인,WNO1754986085
298,시앤유,2025-12-23 19:58:06,"1,990,000",5개월,02,19444911,승인,WNO1754986085
299,시앤유,2025-12-23 19:52:33,"1,380,000",4개월,01,63102968,승인,WNO1754986085
300,시앤유,2025-12-23 19:47:47,"4,200,000",4개월,01,63080004,승인,WNO1754986085
301,시앤유,2025-12-23 19:47:27,"3,000,000",4개월,01,63071115,승인,WNO1754986085
302,시앤유,2025-12-23 19:32:37,"3,140,000",4개월,01,62990286,승인,WNO1754986085
303,시앤유,2025-12-23 19:32:13,"3,000,000",4개월,01,62979211,승인,WNO1754986085
304,퀸(즉),2025-12-23 19:17:16,"690,000",일시불,12,74251599,승인,1047401442
305,시앤유,2025-12-23 19:16:47,"1,000,000",4개월,01,62895399,승인,WNO1754986085
306,시앤유,2025-12-23 19:13:54,"5,000,000",3개월,08,27805000,승인,WNO1754986085
307,시앤유,2025-12-23 19:09:27,"2,500,000",3개월,08,26805000,승인,WNO1754986085
308,어부의딸,2025-12-23 19:03:14,"84,000",일시불,13,62700998,승인,1047375472
309,귀한족발가락시장점,2025-12-23 18:58:14,"82,000",일시불,01,62672975,승인,1047365675
310,시앤유,2025-12-23 18:53:03,"100,000",일시불,01,62644786,승인,WNO1754986085
311,시앤유,2025-12-23 18:49:40,"5,000,000",일시불,31,84160285,승인,WNO1754986085
312,크라운족발야탑점,2025-12-23 18:46:10,"154,500",일시불,06,18527859,승인,1047363149
313,플레이원(사),2025-12-23 18:40:17,"1,045,000",일시불,04,00947796,승인,WNS1763625613
314,플레이원(사),2025-12-23 18:20:38,"435,000",일시불,04,00935970,승인,WNS1763625613
315,푸라닭서초2동점,2025-12-23 18:19:08,"21,900",일시불,02,30035175,승인,1047365188
316,시앤유,2025-12-23 18:07:24,"1,660,000",3개월,07,30054527,승인,WNO1754986085
317,시앤유,2025-12-23 18:04:24,"1,000,000",3개월,02,17998700,승인,WNO1754986085
318,서울35아1741,2025-12-23 17:01:13,"58,000",일시불,04,64188613,승인,1047369580
319,스시정(즉),2025-12-23 16:45:08,"1,160,000",일시불,12,72742692,승인,1047371257
320,홍콩(즉),2025-12-23 16:36:15,"950,000",일시불,02,30087801,승인,1047367471
321,나인(송파),2025-12-23 16:28:09,"16,500",일시불,02,26227454,승인,1047369914
322,공간포차,2025-12-23 16:14:13,"700,000",6개월,08,57923703,승인,1047407276
323,신나라콜라텍2,2025-12-23 16:08:32,"8,000",일시불,02,16521872,승인,1047334508
324,가을다방,2025-12-23 15:53:14,"21,000",일시불,12,72167058,승인,1047388121
325,시앤유,2025-12-23 15:52:47,"5,000,000",일시불,07,30038426,승인,WNO1754986085
326,시앤유,2025-12-23 15:52:26,"5,000,000",일시불,07,30038415,승인,WNO1754986085
327,제이와이제이코리아,2025-12-23 15:51:19,"1,800,000",6개월,07,30001710,승인,WNS1760936737
328,창경,2025-12-23 15:33:16,"2,000,000",5개월,06,16056918,승인,1047383437
329,시앤유,2025-12-23 15:14:54,"5,000,000",일시불,07,30038400,승인,WNO1754986085
330,신나라콜라텍2,2025-12-23 15:08:44,"10,000",일시불,27,34943329,승인,1047334508
331,신나라콜라텍2,2025-12-23 15:01:48,"3,000",일시불,07,30011993,승인,1047334508
332,신나라콜라텍2,2025-12-23 15:00:11,"17,000",일시불,01,61241805,승인,1047334508
333,신나라콜라텍2,2025-12-23 14:55:14,"6,000",일시불,07,30011982,승인,1047334508
334,신나라콜라텍2,2025-12-23 14:45:21,"27,000",일시불,02,15455736,승인,1047334508
335,신나라콜라텍2,2025-12-23 14:39:12,"20,000",일시불,02,15371385,승인,1047334508
336,신나라콜라텍2,2025-12-23 14:38:50,"20,000",일시불,02,15367237,승인,1047334508
337,신나라콜라텍2,2025-12-23 14:38:35,"-15,000",일시불,02,15354397,취소,1047334508
338,신나라콜라텍2,2025-12-23 14:38:14,"15,000",일시불,02,15354397,승인취소,1047334508
339,신나라콜라텍2,2025-12-23 14:35:14,"3,000",일시불,01,61094960,승인,1047334508
340,시앤유,2025-12-23 14:32:22,"5,000,000",일시불,07,30038392,승인,WNO1754986085
341,신나라콜라텍2,2025-12-23 14:28:05,"10,000",일시불,27,28793900,승인,1047334508
342,신나라콜라텍2,2025-12-23 14:27:47,"-13,000",일시불,27,27793900,취소,1047334508
343,신나라콜라텍2,2025-12-23 14:27:07,"13,000",일시불,27,27793900,승인취소,1047334508
344,신나라콜라텍2,2025-12-23 14:15:44,"16,000",일시불,02,15051778,승인,1047334508
345,신나라콜라텍2,2025-12-23 14:12:31,"15,000",일시불,02,15011208,승인,1047334508
346,시앤유,2025-12-23 14:12:16,"3,300,000",9개월,03,27379234,승인,WNO1754986085
347,시앤유,2025-12-23 14:11:52,"5,000,000",9개월,03,37918276,승인,WNO1754986085
348,신나라콜라텍2,2025-12-23 14:00:11,"5,000",일시불,07,30074046,승인,1047334508
349,귀한족발가락시장점,2025-12-23 13:55:10,"84,000",일시불,01,60601182,승인,1047365675
350,신나라콜라텍2,2025-12-23 13:51:43,"13,000",일시불,27,03531607,승인,1047334508
351,신나라콜라텍2,2025-12-23 13:37:26,"3,000",일시불,05,47827014,승인,1047334508
352,신나라콜라텍2,2025-12-23 13:32:43,"18,000",일시불,03,39411142,승인,1047334508
353,가을다방,2025-12-23 13:26:11,"11,000",일시불,12,70474790,승인,1047388121
354,신나라콜라텍2,2025-12-23 13:24:13,"13,000",일시불,01,60320843,승인,1047334508
355,신나라콜라텍2,2025-12-23 13:19:34,"21,000",일시불,05,48958013,승인,1047334508
356,신나라콜라텍2,2025-12-23 13:13:18,"3,000",일시불,12,70342473,승인,1047334508
357,푸라닭서초2동점,2025-12-23 12:58:16,"49,400",일시불,06,13942393,승인,1047365188
358,신나라콜라텍2,2025-12-23 12:52:45,"14,000",일시불,12,70079791,승인,1047334508
359,신나라콜라텍2,2025-12-23 12:49:13,"18,000",일시불,31,84090188,승인,1047334508
360,올빼미카워시,2025-12-23 12:43:13,"66,000",일시불,03,20307105,승인,1047363400
361,신나라콜라텍2,2025-12-23 12:25:58,"28,000",일시불,07,30074035,승인,1047334508
362,귀한족발가락시장점,2025-12-23 12:23:15,"79,000",일시불,02,30023901,승인,1047365675
363,신나라콜라텍2,2025-12-23 12:07:57,"19,000",일시불,07,30030776,승인,1047334508
364,플레이원(사),2025-12-23 10:40:25,"55,000",일시불,27,19107404,승인,WNS1763625613
365,귀한족발가락시장점,2025-12-23 09:25:07,"110,000",일시불,06,11077896,승인,1047365675
366,귀한족발가락시장점,2025-12-23 09:24:15,"37,000",일시불,12,67654259,승인,1047365675
367,귀한족발가락시장점,2025-12-23 08:28:08,"70,000",일시불,03,08928010,승인,1047365675
368,더플하우스(즉),2025-12-23 03:50:08,"230,000",2개월,06,09756181,승인,1047407416
369,더플하우스(즉),2025-12-23 03:21:16,"490,000",일시불,02,30088366,승인,1047407416
370,스위트(즉),2025-12-23 03:15:12,"1,000,000",일시불,06,09695903,승인,1047406366
371,스타BAR(즉),2025-12-23 03:00:15,"980,000",일시불,12,66794314,승인,1047406303
372,더플하우스(즉),2025-12-23 02:47:06,"580,000",일시불,15,83713352,승인,1047407416
373,더플하우스(즉),2025-12-23 02:05:10,"110,000",일시불,06,09433976,승인,1047407416
374,오쓰리(즉),2025-12-23 01:57:10,"220,000",일시불,01,57653731,승인,1047384834
375,럭셔리스카이(즉),2025-12-23 01:40:16,"1,000,000",일시불,01,57628494,승인,1047407409
376,오쓰리(즉),2025-12-23 01:05:08,"260,000",일시불,02,25114934,승인,1047384834
377,로즈,2025-12-23 01:05:08,"120,000",일시불,02,30055072,승인,1047373151
378,희황제(즉),2025-12-23 00:32:12,"55,000",일시불,12,66610704,승인,1047411042
379,희황제(즉),2025-12-23 00:32:12,"88,000",일시불,12,66609627,승인,1047411042
380,에쿠스(즉),2025-12-23 00:28:10,"150,000",3개월,01,57367970,승인,1047377937
381,거부기,2025-12-23 00:08:06,"900,000",일시불,01,57318511,승인,1047380960
382,미스트롯칠공팔공,2025-12-22 23:57:13,"100,000",일시불,01,57291361,승인,1047384064
383,푸라닭서초2동점,2025-12-22 23:56:11,"118,900",일시불,07,00732625,승인,1047365188
384,푸라닭서초2동점,2025-12-22 23:53:09,"106,100",일시불,04,56844533,승인,1047365188
385,귀한족발가락시장점,2025-12-22 23:39:07,"92,000",일시불,02,20392830,승인,1047365675
386,로즈,2025-12-22 23:09:14,"190,000",일시불,02,30055050,승인,1047373151
387,어부의딸,2025-12-22 23:05:11,"88,000",일시불,06,08358869,승인,1047375472
388,무지개노래클럽(즉),2025-12-22 23:04:10,"300,000",일시불,02,30028175,승인,1047385323
389,골탕,2025-12-22 22:51:17,"79,000",일시불,02,25388575,승인,1047385085
390,골탕,2025-12-22 22:45:08,"83,000",일시불,01,57037527,승인,1047385085
391,푸라닭서초2동점,2025-12-22 22:33:11,"64,900",일시불,07,00806153,승인,1047365188
392,골탕,2025-12-22 22:29:17,"53,000",일시불,01,56974947,승인,1047385085
393,스위트(즉),2025-12-22 22:28:12,"410,000",일시불,02,30005405,승인,1047406366
394,귀한족발가락시장점,2025-12-22 22:08:15,"75,000",일시불,06,07938630,승인,1047365675
395,거북이(즉),2025-12-22 21:52:13,"260,000",일시불,01,62591698,승인,1047406300
396,거북이(즉),2025-12-22 21:33:14,"1,230,000",일시불,01,62590320,승인,1047406300
397,용형,2025-12-22 21:07:31,"2,500,000",6개월,01,56603597,승인,WNS1763117190
398,귀한족발가락시장점,2025-12-22 21:05:13,"5,000",일시불,01,56591789,승인,1047365675
399,어부의딸,2025-12-22 21:04:22,"64,000",일시불,03,10507601,승인,1047375472
400,어부의딸,2025-12-22 21:02:08,"63,000",일시불,01,62577741,승인,1047375472
401,크라운족발야탑점,2025-12-22 20:57:09,"65,000",일시불,03,10618201,승인,1047363149
402,귀한족발가락시장점,2025-12-22 20:52:11,"111,000",일시불,04,88383598,승인,1047365675
403,푸라닭서초2동점,2025-12-22 20:51:13,"244,800",일시불,06,07222302,승인,1047365188
404,한우농가(즉),2025-12-22 20:42:12,"345,000",일시불,01,56472997,승인,1047406297
405,거북이(즉),2025-12-22 20:41:08,"1,480,000",일시불,04,86175491,승인,1047406300
406,골탕,2025-12-22 20:33:15,"69,000",일시불,03,00936764,승인,1047385085
407,귀한족발가락시장점,2025-12-22 20:32:14,"70,000",일시불,01,56408882,승인,1047365675
408,이자카야탄,2025-12-22 20:32:13,"92,700",일시불,01,56417739,승인,1047363398
409,골탕,2025-12-22 20:29:08,"48,000",일시불,07,00090975,승인,1047385085
410,푸라닭서초2동점,2025-12-22 20:28:12,"17,900",일시불,03,08602201,승인,1047365188
411,푸라닭서초2동점,2025-12-22 20:28:12,"17,900",일시불,02,30069441,승인,1047365188
412,시앤유,2025-12-22 20:18:56,"2,000,000",일시불,02,06886991,승인,WNO1754986085
413,시앤유,2025-12-22 20:18:36,"5,000,000",일시불,02,06893330,승인,WNO1754986085
414,한우농가(즉),2025-12-22 20:14:17,"900,000",일시불,01,56323435,승인,1047406297
415,푸라닭서초2동점,2025-12-22 20:09:11,"31,900",일시불,01,56298198,승인,1047365188
416,귀한족발가락시장점,2025-12-22 19:51:16,"198,000",일시불,01,56200071,승인,1047365675
417,크라운족발야탑점,2025-12-22 19:44:19,"78,000",일시불,01,56171970,승인,1047363149
418,더플하우스(즉),2025-12-22 19:36:12,"350,000",일시불,06,06358737,승인,1047407416
419,시앤유,2025-12-22 19:15:53,"5,000,000",일시불,01,56006635,승인,WNO1754986085
420,시앤유,2025-12-22 19:15:31,"5,000,000",일시불,01,56005521,승인,WNO1754986085
421,시앤유,2025-12-22 19:06:57,"2,000,000",일시불,27,21485207,승인,WNO1754986085
422,시앤유,2025-12-22 19:06:08,"300,000",일시불,08,28586709,승인,WNO1754986085
423,시앤유,2025-12-22 19:03:43,"2,270,000",일시불,04,00527019,승인,WNO1754986085
424,시앤유,2025-12-22 19:03:24,"3,000,000",일시불,04,00978196,승인,WNO1754986085
425,크라운족발야탑점,2025-12-22 19:03:12,"35,000",일시불,08,29533210,승인,1047363149
426,시앤유,2025-12-22 18:47:21,"2,500,000",5개월,31,82870822,승인,WNO1754986085
427,퀸(즉),2025-12-22 18:47:14,"670,000",8개월,12,64805878,승인,1047401442
428,시앤유,2025-12-22 18:26:42,"3,000,000",2개월,08,22871605,승인,WNO1754986085
429,신나라콜라텍1,2025-12-22 16:44:17,"27,000",일시불,31,85713712,승인,1047334507
430,신나라콜라텍1,2025-12-22 16:16:45,"37,000",일시불,12,63062233,승인,1047334507
431,가을다방,2025-12-22 16:10:13,"20,500",일시불,02,27044549,승인,1047388121
432,새로길(즉),2025-12-22 16:09:19,"5,000,000",일시불,02,31157735,승인,WRT1761807035
433,참마루(즉),2025-12-22 15:53:10,"110,000",일시불,01,54229479,승인,1047406296
434,시앤유,2025-12-22 15:51:43,"5,000,000",9개월,03,08255445,승인,WNO1754986085
435,시앤유,2025-12-22 15:51:25,"5,000,000",9개월,03,12695840,승인,WNO1754986085
436,가을다방,2025-12-22 15:51:13,"11,000",일시불,02,29078428,승인,1047388121
437,용형,2025-12-22 15:36:54,"5,000,000",5개월,02,02991303,승인,WNO1755594646
438,신나라콜라텍1,2025-12-22 15:29:27,"17,000",일시불,12,62455354,승인,1047334507
439,크라운족발야탑점,2025-12-22 15:22:10,"10,000",일시불,04,99130372,승인,1047363149
440,신나라콜라텍1,2025-12-22 14:52:53,"3,000",일시불,01,53784158,승인,1047334507
441,신나라콜라텍1,2025-12-22 14:39:18,"14,000",일시불,31,82241801,승인,1047334507
442,신나라콜라텍1,2025-12-22 14:31:09,"3,000",일시불,01,53643782,승인,1047334507
443,신나라콜라텍1,2025-12-22 14:19:52,"8,000",일시불,12,61536279,승인,1047334507
444,럭셔리(즉),2025-12-22 14:16:16,"100,000",일시불,03,01602801,승인,1047406302
445,신나라콜라텍1,2025-12-22 14:13:17,"18,000",일시불,12,61451795,승인,1047334507
446,데이베르(즉),2025-12-22 14:13:08,"1,000,000",3개월,04,83075816,승인,WRT1765951873
447,데이베르(즉),2025-12-22 14:13:06,"1,800,000",3개월,04,94570613,승인,WRT1765951873
448,신나라콜라텍1,2025-12-22 14:11:44,"18,000",일시불,31,85631122,승인,1047334507
449,신나라콜라텍1,2025-12-22 14:09:31,"23,000",일시불,07,30002447,승인,1047334507
450,신나라콜라텍1,2025-12-22 14:07:47,"1,000",일시불,02,01580026,승인,1047334507
451,신나라콜라텍1,2025-12-22 14:05:03,"23,000",일시불,27,26793800,승인,1047334507
452,신나라콜라텍1,2025-12-22 14:02:19,"14,000",일시불,02,01482864,승인,1047334507
453,신나라콜라텍1,2025-12-22 13:38:06,"15,000",일시불,02,01002501,승인,1047334507
454,신나라콜라텍1,2025-12-22 13:37:33,"14,000",일시불,08,02800500,승인,1047334507
455,신나라콜라텍1,2025-12-22 13:36:51,"13,000",일시불,07,30056559,승인,1047334507
456,신나라콜라텍1,2025-12-22 13:36:21,"13,000",일시불,07,30038712,승인,1047334507
457,귀한족발가락시장점,2025-12-22 13:35:08,"70,000",일시불,06,00889562,승인,1047365675
458,가을다방,2025-12-22 13:29:18,"10,000",일시불,12,60854566,승인,1047388121
459,가을다방,2025-12-22 13:25:15,"10,000",일시불,12,60805626,승인,1047388121
460,신나라콜라텍1,2025-12-22 13:01:51,"9,000",일시불,12,60512401,승인,1047334507
461,가을다방,2025-12-22 12:58:17,"10,000",일시불,04,81314580,승인,1047388121
462,가을다방,2025-12-22 12:58:16,"10,000",일시불,04,71725377,승인,1047388121
463,신나라콜라텍1,2025-12-22 12:56:16,"17,000",일시불,07,30045547,승인,1047334507
464,참마루(즉),2025-12-22 12:34:10,"440,000",일시불,01,52076999,승인,1047406296
465,신나라콜라텍1,2025-12-22 12:30:41,"24,000",일시불,31,82393964,승인,1047334507
466,에스케이클린텍(사),2025-12-22 12:26:48,"320,000",3개월,04,00969809,승인,WNO1761703600
467,가을다방,2025-12-22 11:59:13,"15,500",일시불,13,51835863,승인,1047388121
468,가을다방,2025-12-22 11:56:07,"7,000",일시불,12,59497194,승인,1047388121
469,아더킹(즉),2025-12-22 11:52:14,"300,000",일시불,04,20093903,승인,1047367469
470,에스케이클린텍(사),2025-12-22 11:48:22,"300,000",일시불,08,25105809,승인,WNO1761703600
471,아더킹(즉),2025-12-22 11:29:12,"120,000",일시불,04,36966461,승인,1047367469
472,가을다방,2025-12-22 11:16:12,"6,000",일시불,07,00156498,승인,1047388121
473,가을다방,2025-12-22 11:04:09,"6,000",일시불,07,00971371,승인,1047388121
474,귀한족발가락시장점,2025-12-22 10:38:16,"90,000",일시불,02,26319541,승인,1047365675
475,제이와이제이코리아,2025-12-22 10:16:31,"3,700,000",일시불,02,46889966,승인,WNS1760936737
476,아더킹(즉),2025-12-22 09:38:15,"530,000",일시불,04,71328897,승인,1047367469
477,라온호텔호남뷔페,2025-12-22 09:26:10,"12,000",일시불,07,00124830,승인,1047401852
478,라온호텔호남뷔페,2025-12-22 08:50:16,"24,000",일시불,08,59430437,승인,1047401852
479,귀한족발가락시장점,2025-12-22 08:43:13,"109,000",일시불,12,57293370,승인,1047365675
480,라온호텔호남뷔페,2025-12-22 08:09:12,"24,000",일시불,06,45235122,승인,1047401852
481,귀한족발가락시장점,2025-12-22 07:44:12,"73,000",2개월,04,55163464,승인,1047365675
482,라온호텔호남뷔페,2025-12-22 07:18:09,"24,000",일시불,06,44938845,승인,1047401852
483,퀸(즉),2025-12-22 01:15:12,"540,000",일시불,02,30031344,승인,1047401442
484,쇼탑(즉),2025-12-22 00:43:08,"5,000,000",10개월,02,30007223,승인,1047380776
485,쇼탑(즉),2025-12-22 00:12:08,"5,000,000",10개월,02,30007212,승인,1047380776
486,쇼탑(즉),2025-12-21 23:41:09,"5,000,000",10개월,02,30007201,승인,1047380776
487,귀한족발가락시장점,2025-12-21 23:24:08,"57,000",일시불,04,72222757,승인,1047365675
488,시앤유,2025-12-21 23:11:18,"5,000,000",일시불,04,00609199,승인,WNO1754986085
489,희황제(즉),2025-12-21 22:49:17,"88,000",일시불,03,10218405,승인,1047411042
490,푸라닭서초2동점,2025-12-21 22:46:17,"116,700",일시불,06,42650274,승인,1047365188
491,크라운족발야탑점,2025-12-21 22:46:15,"119,900",일시불,03,20609806,승인,1047363149
492,푸라닭서초2동점,2025-12-21 22:20:08,"92,100",일시불,02,30067804,승인,1047365188
